"grop","emmean","se","df","conf.low","conf.high","method"
"dry2dry5_Downstream",0.00163437499999999,0.00150562865005538,213,-0.00133346581991097,0.00460221581991095,"Emmeans test"
"dry2dry5_Middlestream",0.00279157894736842,0.00138165960675599,213,6.81014285248941e-05,0.00551505646621194,"Emmeans test"
"dry2dry5_Upstream",0.00108166666666667,0.00173855021281817,213,-0.00234530072590844,0.00450863405924177,"Emmeans test"
"dry2wet5_Downstream",0.000808333333333348,0.00173855021281816,213,-0.00261863405924175,0.00423530072590844,"Emmeans test"
"dry2wet5_Middlestream",0.0038066666666667,0.00155500658326326,213,0.000741493848077438,0.00687183948525595,"Emmeans test"
"dry2wet5_Upstream",0.000386666666666661,0.0020075048667405,213,-0.00357045442654795,0.00434378775988127,"Emmeans test"
"other_Downstream",0.00304111111111111,0.00100375243337025,213,0.0010625505645038,0.00501967165771841,"Emmeans test"
"other_Middlestream",0.00594285714285715,0.000929294178009785,213,0.00411106602019114,0.00777464826552316,"Emmeans test"
"other_Upstream",0.00197523809523809,0.0013142204299758,213,-0.000615305753870818,0.004565781944347,"Emmeans test"
"wet2wet5_Downstream",0.00166833333333332,0.00173855021281817,213,-0.00175863405924178,0.00509530072590842,"Emmeans test"
"wet2wet5_Middlestream",0.00317349999999999,0.00134667520415802,213,0.00051898247211215,0.00582801752788783,"Emmeans test"
"wet2wet5_Upstream",0.00111727272727273,0.00181585647485199,213,-0.00246207797714377,0.00469662343168922,"Emmeans test"
